alias,id,variation-id,name2>text
Destroyer_G1_Axe_Chop_Catch_Item2_Var3_Charge,24529,1,Greater Cleave
Destroyer_G1_Axe_Chop_CatchGiant_Item2_Var3_Charge,24530,1,Greater Cleave
Destroyer_G1_Great_Axe_Chop_Block,24531,1,Mighty Cleave
Destroyer_G1_Countercrush_Item3_Var1,24532,1,Smash
Destroyer_G1_Countercrush_Item3_Var2,24533,1,Smash
Destroyer_G1_Countercrush_Item3_Var3,24534,1,Smash
Destroyer_G1_Axe_Chop_Item4_Var1,24535,1,Cleave
Destroyer_G1_Axe_Chop_Catch_Item4_Var1,24536,1,Cleave
Destroyer_G1_Axe_Chop_CatchGiant_Item4_Var1,24537,1,Cleave
Destroyer_G1_Axe_Chop_Item4_Var2,24538,1,Cleave
Destroyer_G1_Axe_Chop_Catch_Item4_Var2,24539,1,Cleave
Destroyer_G1_Axe_Chop_CatchGiant_Item4_Var2,24540,1,Cleave
Destroyer_G1_Axe_Chop_Item4_Var3,24541,1,Cleave
Destroyer_G1_Axe_Chop_Catch_Item4_Var3,24542,1,Cleave
Destroyer_G1_Axe_Chop_CatchGiant_Item4_Var3,24543,1,Cleave
Destroyer_G1_Axe_Chop_Item5_Var1,24544,1,Cleave
Destroyer_G1_Axe_Chop_Catch_Item5_Var1,24545,1,Cleave
Destroyer_G1_Axe_Chop_CatchGiant_Item5_Var1,24546,1,Cleave
Destroyer_G1_Axe_Chop_Item5_Var2,24547,1,Cleave
Destroyer_G1_Axe_Chop_Catch_Item5_Var2,24548,1,Cleave
Destroyer_G1_Axe_Chop_CatchGiant_Item5_Var2,24549,1,Cleave
Destroyer_G1_Axe_Chop_Item5_Var3,24550,1,Cleave
Destroyer_G1_Axe_Chop_Catch_Item5_Var3,24551,1,Cleave
Destroyer_G1_Axe_Chop_CatchGiant_Item5_Var3,24552,1,Cleave
Destroyer_G1_Escape_RagingWind_Item6_Var1,24553,1,Gust
Destroyer_G1_Escape_RagingWind_Catch_Item6_Var1,24554,1,Gust
Destroyer_G1_Escape_RagingWind_CatchInhalation_Item6_Var1,24555,1,Gust
Destroyer_G1_Escape_RagingWind_Mount_Item6_Var1,24556,1,Gust
Destroyer_G1_Escape_RagingWind_Inhalation_Item6_Var1,24557,1,Gust
Destroyer_G1_Escape_RagingWind_Item6_Var2,24558,1,Gust
Destroyer_G1_Escape_RagingWind_Catch_Item6_Var2,24559,1,Gust
Destroyer_G1_Escape_RagingWind_CatchInhalation_Item6_Var2,24560,1,Gust
Destroyer_G1_Escape_RagingWind_Mount_Item6_Var2,24561,1,Gust
Destroyer_G1_Escape_RagingWind_Inhalation_Item6_Var2,24562,1,Gust
Destroyer_G1_Escape_RagingWind_Item6_Var3,24563,1,Gust
Destroyer_G1_Escape_RagingWind_Catch_Item6_Var3,24564,1,Gust
Destroyer_G1_Escape_RagingWind_CatchInhalation_Item6_Var3,24565,1,Gust
Destroyer_G1_Escape_RagingWind_Mount_Item6_Var3,24566,1,Gust
Destroyer_G1_Escape_RagingWind_Inhalation_Item6_Var3,24567,1,Gust
Destroyer_G1_Down_BackTumbling_Item6_Var1,24568,1,Retreat
Destroyer_G1_Down_BackTumbling_Item6_Var2,24569,1,Retreat
Destroyer_G1_Down_BackTumbling_Item6_Var3,24570,1,Retreat
Destroyer_G1_Down_BackTumbling_Item7_Var1,24571,1,Retreat
Destroyer_G1_Down_BackTumbling_Item7_Var2,24572,1,Retreat
Destroyer_G1_Down_BackTumbling_Item7_Var3,24573,1,Retreat
Destroyer_G1_BackDash_Item8_Var1,24574,1,Leap Back
Destroyer_Catch_BackDash_Item8_Var1,24575,1,Leap Back
Destroyer_CatchGiant_BackDash_Item8_Var1,24576,1,Leap Back
Destroyer_HardWall_BackDash_Item8_Var1,24577,1,Leap Back
Destroyer_Rescue_BackDash_Item8_Var1,24578,1,Leap Back
Destroyer_G1_BackDash_Item8_Var2,24579,1,Leap Back
Destroyer_Catch_BackDash_Item8_Var2,24580,1,Leap Back
Destroyer_CatchGiant_BackDash_Item8_Var2,24581,1,Leap Back
Destroyer_HardWall_BackDash_Item8_Var2,24582,1,Leap Back
Destroyer_Rescue_BackDash_Item8_Var2,24583,1,Leap Back
Destroyer_G1_BackDash_Item8_Var3,24584,1,Leap Back
Destroyer_Catch_BackDash_Item8_Var3,24585,1,Leap Back
Destroyer_CatchGiant_BackDash_Item8_Var3,24586,1,Leap Back
Destroyer_HardWall_BackDash_Item8_Var3,24587,1,Leap Back
Destroyer_Rescue_BackDash_Item8_Var3,24588,1,Leap Back
Destroyer_G1_Countercrush_Item9,24589,1,Smash
Assassin_Disturb_ShadowSlash_ItemSkill_Var1,25055,1,Shadow Slash
Assassin_Disturb_ShadowSlash_ItemSkill_Var1_hid1,25056,1,Shadow Slash
Assassin_Disturb_ShadowSlash_ItemSkill_Var1_hid2,25057,1,Shadow Slash
Assassin_Disturb_ShadowSlash_ItemSkill_Var1_hid3,25058,1,Greater Shadow Slash
Assassin_Disturb_ShadowSlash_ItemSkill_Var2,25059,1,Shadow Slash
Assassin_Disturb_ShadowSlash_ItemSkill_Var2_hid1,25060,1,Shadow Slash
Assassin_Disturb_ShadowSlash_ItemSkill_Var2_hid2,25061,1,Shadow Slash
Assassin_Disturb_ShadowSlash_ItemSkill_Var2_hid3,25062,1,Greater Shadow Slash
Assassin_Disturb_ShadowSlash_ItemSkill_Var3,25063,1,Shadow Slash
Assassin_Disturb_ShadowSlash_ItemSkill_Var3_hid1,25064,1,Shadow Slash
Assassin_Disturb_ShadowSlash_ItemSkill_Var3_hid2,25065,1,Shadow Slash
Assassin_Disturb_ShadowSlash_ItemSkill_Var3_hid3,25066,1,Greater Shadow Slash
Assassin_Disturb_HeartStab_ItemSkill_Var1,25070,1,Heart Stab
Assassin_Disturb_HeartStab_ItemSkill_Var1_link,25071,1,Heart Stab
